nodeid,nodenm,gpslati,gpslong
CJB270000803,세종시청.시의회.교육청.세무서,36.47830216,127.28792506
CJB270000804,소담동 새샘마을,36.48262175,127.29770262
CJB270000805,한국개발연구원(KDI),36.48130116,127.30762917
CJB270000806,대덕산업단지,36.43801371,127.39565797
CJB270000807,오정농수산오거리,36.35552851,127.40679341
CJB270000808,오정동행정복지센터,36.3521891,127.4109092
CJB270000809,한남오거리,36.35006901,127.41354388
CJB270000810,대덕구청,36.34656406,127.41789771
CJB270000811,솔랑마을아파트,36.34392016,127.42145098
CJB270000812,한밭자이아파트,36.34122138,127.42519865
CJB270000813,대전역,36.33337437,127.43149069
CJB270000814,대전역동광장,36.33369601,127.43721737
CJB270000816,월곡초등학교,36.62468025,127.36290032
CJB270000817,월곡초등학교,36.62435984,127.36306652
CJB270000818,태성보건진료소,36.58652637,127.35000539
CJB270000819,태성보건진료소,36.58642753,127.34990717
CJB270000820,태성교회,36.58690086,127.34519097
CJB270000821,태성교회,36.58678817,127.34520723
CJB270000822,태성2리,36.58643043,127.34192042
CJB270000823,태성2리,36.58630429,127.34191428
CJB270000824,사곡2리,36.58498228,127.33781877
CJB270000825,사곡2리,36.5848741,127.33783506
CJB270000826,사곡,36.58481209,127.33345459
CJB270000827,사곡1리,36.5846881,127.333482
CJB270000828,사곡1리,36.58354632,127.33090711
CJB270000829,사곡1리,36.58346946,127.33100456
CJB283000068,장암동마을회관,36.58551539,127.48221016
CJB283000069,방죽말,36.58574542,127.48523727
CJB283000070,신목골,36.5926432,127.48774457
CJB283000071,소바위종점,36.58832052,127.48012254
CJB283000072,방죽말,36.58575061,127.48549182
CJB283000073,신목골,36.59284913,127.48789544
CJB283000074,장성동.시립요양병원,36.59811518,127.48294288
CJB283000075,시립요양병원,36.59804786,127.48266034
CJB283000076,장성교,36.599209,127.48068696
CJB283000077,장성교,36.59938803,127.48072175
CJB283000078,분평현대대우아파트,36.61090899,127.48799262
CJB283000079,충청북도교육청,36.60568177,127.48070363
CJB283000080,충청북도교육청,36.60529464,127.47992943
CJB283000081,충북고등학교,36.60895978,127.48292518
CJB283000083,청주교도소,36.60162746,127.47748851
CJB283000084,청주교도소,36.601988,127.47742982
CJB283000085,원마루,36.60621016,127.49591659
CJB283000086,남부터미널,36.60871183,127.47921451
CJB283000087,우성아파트,36.60898674,127.47934582
CJB283000088,분평휴먼시아6단지아파트,36.60735635,127.48972877
CJB283000089,분평휴먼시아5단지아파트,36.60801076,127.49709424
CJB283000090,분평휴먼시아5단지아파트,36.60803131,127.49685928
CJB283000091,원마루시장,36.6103421,127.49680438
CJB283000092,분평우체국,36.61122366,127.49321272
CJB283000094,분평1단지뜨란채아파트,36.61110388,127.48749626
CJB283000097,분평아파트단지종점,36.61370619,127.49235833
CJB283000100,분평휴먼시아6단지아파트정문,36.60630165,127.49270791
CJB283000101,분평대원아파트,36.60995114,127.48984819
CJB283000102,남성초등학교,36.60840654,127.48296138
CJB283000103,남성중학교,36.61031519,127.48436776
CJB283000104,남성중학교,36.61103228,127.48449943
CJB283000105,이마트,36.60027841,127.47548603
CJB283000106,이마트,36.59982762,127.47424013
CJB283000109,산남푸르지오아파트,36.60907915,127.46527383
CJB283000110,산남푸르지오아파트,36.60911978,127.4647748
CJB283000111,샛별초등학교,36.6079552,127.47139502
CJB283000112,남부종점,36.60712435,127.47094583
CJB283000113,현진에버빌아파트.청주교육지원청,36.61179909,127.47206457
CJB283000114,현진에버빌아파트,36.61158279,127.47222495
CJB283000115,산남고등학교,36.60925759,127.46955796
CJB283000116,산남고등학교,36.60905267,127.46966372
CJB283000117,법원.검찰청,36.61541141,127.4673194
CJB283000118,법원.검찰청,36.61516295,127.46708158
CJB283000119,법원.검찰청동문,36.61351689,127.46880952
CJB283000120,법원.검찰청동문,36.61441833,127.46905558
CJB283000121,미평중고자동차매매단지,36.59999975,127.46868285
CJB283000122,두지동,36.60014094,127.46884735
CJB283000123,가마힐데스하임아파트,36.59952084,127.47095141
CJB283000124,두지동,36.60131055,127.46828199
CJB283000125,미평.두지동,36.60141387,127.46809338
CJB283000126,분평대원아파트,36.60995344,127.48961415
CJB283000127,분평휴먼시아7단지아파트,36.60730381,127.489495
CJB283000128,분평휴먼시아6단지,36.60605997,127.49169211
CJB283000129,원마루,36.60594499,127.49551048
CJB283000131,원마루시장,36.61045276,127.49653658
CJB283000132,계룡리슈빌아파트,36.61106977,127.46882705
CJB283000133,계룡리슈빌아파트,36.61127455,127.46848348
CJB283000134,CJB컨벤션센터,36.61871516,127.46915214
CJB283000135,미평사거리(궁뜰로),36.60175992,127.47843235
CJB283000136,미평사거리(궁뜰로),36.60122094,127.47855573
CJB283000137,산남고등학교,36.60966593,127.47025389
CJB283000138,도랫말,36.60783305,127.4487511
CJB283000139,하나노인전문병원,36.60886522,127.4416146
CJB283000140,하나노인병원,36.60871778,127.44134109
CJB283000141,대산마을,36.60708276,127.44108626
CJB283000142,대산마을,36.60663802,127.44088603
CJB283000143,월천,36.60856185,127.44415342
CJB283000144,월천,36.6082586,127.44554001
CJB283000145,충북대학교병원,36.62386407,127.46293633
CJB283000146,충북대학교병원,36.62387315,127.46431441
CJB283000147,충북대학교병원,36.62550442,127.4635126
CJB283000148,충대병원장례식장,36.6216139,127.46044002
CJB283000149,충대병원장례식장,36.6217709,127.46113704
CJB283000150,죽림동,36.61224461,127.4399923
CJB283000151,오류골,36.60616822,127.44929335
CJB283000152,청주시영아파트,36.62454913,127.4463562
CJB283000153,한국수자원공사,36.60399419,127.45477941
CJB283000154,송학삼익맨션아파트.충북대학교병원,36.62421676,127.46443822
CJB283000155,성화동.한전,36.61763419,127.44803315
CJB270000830,사곡1리,36.58259737,127.33027455
CJB270000831,사곡리,36.5811656,127.32826561
CJB270000832,사곡리,36.58107074,127.3283518
CJB270000833,미호종점,36.62460254,127.36400395
CJB270000834,미호종점,36.62435167,127.3642655
CJB270000835,당곡,36.56676217,127.34063838
CJB270000836,당곡,36.56661825,127.34054838
CJB270000837,사곡1리,36.58278204,127.33030047
CJB270000838,사곡2리,36.57969489,127.33460298
CJB270000839,사곡2리,36.57959814,127.33455787
CJB270000840,사곡리,36.57259303,127.33730674
CJB270000841,사곡리,36.57257562,127.33708881
CJB270000842,저산2리경로당,36.56436378,127.36248673
CJB270000843,저산2리경로당,36.56424427,127.36252527
CJB270000844,저산리종점,36.56769093,127.35962003
CJB270000845,황탄리,36.59433517,127.34909075
CJB270000846,다락2구마을회관,36.60208403,127.36518901
CJB270000847,저산삼거리,36.56209709,127.36185058
CJB270000848,저산리종점,36.56764416,127.35944107
CJB270000849,청주동남1단지,36.62194779,127.52079206
CJB270000850,청주동남1단지,36.62177744,127.52059528
CJB270000851,센트럴자이2게이트,36.60152611,127.50184504
CJB270000852,중흥S클래스아파트서측,36.60167658,127.49927546
CJB270000853,중흥S클래스아파트서측,36.60146781,127.49909809
CJB270000854,산남동행정복지센터,36.61160937,127.47557834
CJB270000855,산남동행정복지센터,36.61102233,127.47590448
CJB270000856,산남중학교,36.61213965,127.46450714
CJB270000857,산남중학교,36.61203949,127.46419356
CJB270000858,목련로.행복주택5단지아파트,36.60596359,127.52242818
CJB270000859,목련로.행복주택5단지아파트,36.605596,127.52251512
CJB270000860,호죽1교차로,36.68777814,127.37855605
CJB270000861,호죽1교차로,36.68680825,127.37892891
CJB270000862,청주소로초등학교,36.67218606,127.39190074
CJB270000865,낙가마을,36.62366113,127.53375782
CJB270000866,북부권환승센터,36.69099482,127.47876898
CJB270000867,북부공영차고지,36.68971921,127.48001984
CJB270000868,북부공영차고지,36.68968215,127.48027136
CJB270000869,신한아파트,36.76586395,127.28787366
CJB270000870,신한아파트,36.76564872,127.28837686
CJB270000871,한국기술교육대학교종점,36.76680396,127.28387306
CJB270000872,한국기술교육대학교종점,36.76655188,127.28377692
CJB270000873,흥덕구청종점,36.62894558,127.3750342
CJB270000874,흥덕구청,36.62840645,127.37454245
CJB270000875,흥덕구청,36.62818965,127.3747119
CJB270000876,석소,36.62842214,127.38025843
CJB270000877,석소,36.62829524,127.38048979
CJB270000878,더빈컨벤션,36.63253297,127.38534913
CJB270000879,학천리,36.63454845,127.38559677
CJB270000880,학천리,36.63441951,127.38576105
CJB270000881,용암지하차도사거리,36.62170479,127.51813816
CJB270000882,용암지하차도사거리,36.62177167,127.51778367
CJB270000883,대전역,36.33285421,127.43204193
CJB270000884,대전역광장,36.33378137,127.43728468
CJB270000885,한밭자이아파트,36.34067481,127.42621211
CJB270000886,솔랑마을아파트,36.34354114,127.42223705
CJB270000887,대덕구청,36.34610407,127.41865276
CJB270000888,한남오거리,36.34967903,127.41425758
CJB270000889,오정동행정복지센터,36.35177884,127.41162839
CJB270000890,오정농수산오거리,36.35508202,127.40757374
CJB270000891,오정농수산시장,36.35865842,127.40462874
CJB270000892,대덕산업단지,36.43768908,127.39640077
CJB270000893,한국개발연구원(KDI),36.48110231,127.30785993
CJB270000894,소담동 새샘마을,36.48238222,127.29709074
CJB270000895,세종시청.시의회.교육청.세무서,36.47875714,127.28890034
CJB270000896,보람동.대평동,36.47548806,127.28141217
CJB270000897,대평동(지하),36.47215902,127.27627313
CJB270000898,세종고속시외버스터미널,36.46903366,127.27359543
CJB270000899,반석역,36.39143684,127.31549506
CJB270000900,조치원버스터미널,36.60206955,127.30283271
CJB270000901,조치원버스터미널,36.60197303,127.30269542
CJB270000902,응암2리마을회관,36.55339841,127.33898249
CJB270000903,응암4리,36.55803872,127.34468834
CJB270000904,내판2리,36.55265177,127.32557603
CJB270000905,내판2리,36.55267028,127.3253974
CJB270000906,내판리(외판1교),36.55602887,127.3230714
CJB270000907,내판리(외판1교),36.55593888,127.32302635
CJB270000908,문주리,36.54699699,127.31040221
CJB270000909,문주리,36.54697417,127.3105138
CJB270000910,문주리입구,36.54825655,127.31118905
CJB270000911,문주리입구,36.54817746,127.31127808
CJB270000912,소담동(새샘마을),36.48261153,127.29728411
CJB270000913,소담동(새샘마을),36.48244416,127.29754571
CJB270000914,"세종우체국(남부서,보람초)",36.48044863,127.29277599
CJB270000915,"세종우체국(남부서,보람초)",36.48024125,127.29282543
CJB270000916,세종시청.시의회.교육청.세무서,36.47887637,127.28897331
CJB270000917,세종시청.시의회.교육청.세무서,36.47818485,127.28799157
CJB270000918,보람동(호려울마을),36.47569715,127.28159703
CJB270000919,보람동(호려울마을),36.47478712,127.28058114
CJB270000920,대평동(해들마을),36.47222901,127.27620922
CJB270000921,대평동(해들마을),36.47204842,127.276362
CJB270000922,석곡리,36.65913135,127.25694708
CJB270000923,석곡리,36.65875709,127.25603708
CJB270000924,코오롱하늘채아파트,36.67056335,127.38170736
CJB270000925,법원.검찰청.경찰청,36.4870498,127.30174551
CJB283000156,성화동,36.60655203,127.44926787
CJB283000157,원농촌,36.61171967,127.44616202
CJB283000158,도랫말,36.60789936,127.44886296
CJB283000159,원농촌,36.61119887,127.44634907
CJB283000160,한국방송통신대학교,36.62544122,127.46832019
CJB283000161,한국방송통신대학교,36.62540995,127.46854278
CJB283000162,서남교회,36.61883689,127.45057904
CJB283000163,성화휴먼시아4단지아파트,36.61864762,127.45089197
CJB283000164,삼익1차아파트.송학삼익맨션아파트,36.62501797,127.46609254
CJB283000165,송학삼익맨션아파트,36.62487497,127.46588351
CJB283000166,삼익아파트,36.6286588,127.46243487
CJB283000167,방죽말,36.62032254,127.45826046
CJB283000168,방죽말,36.62020655,127.45877381
CJB283000169,개신푸르지오아파트,36.61961762,127.44563977
CJB283000170,개신푸르지오아파트,36.61911199,127.44570382
CJB283000171,개신그린빌아파트,36.62240145,127.44399512
CJB283000172,개신뜨란채2단지아파트,36.62155276,127.45068066
CJB283000173,개신뜨란채2단지아파트,36.62099124,127.45072117
CJB283000174,개신주공1단지,36.62357252,127.44989145
CJB283000175,개신주공1단지,36.62403099,127.44966571
CJB283000176,KBS,36.61969928,127.45541276
CJB283000177,KBS,36.61943854,127.45550721
CJB283000178,가경주공4단지아파트,36.61045467,127.44203875
CJB283000179,가경주공4단지아파트,36.61061173,127.44240526
CJB283000180,가경뜨란채3단지아파트,36.61444485,127.44453269
CJB283000181,가경뜨란채3단지아파트,36.61362025,127.44444464
CJB283000182,KBS,36.61924399,127.45799788
CJB283000183,성화주공2단지아파트,36.61557815,127.45882349
CJB283000184,구룡산휴먼시아3단지아파트,36.61615689,127.45907411
CJB283000185,성화주공아파트,36.61471036,127.45792957
CJB283000186,성화주공아파트,36.61493563,127.45785716
CJB283000187,성화주공1단지아파트,36.61477364,127.4543566
CJB283000188,성화주공1단지아파트,36.61453363,127.45429649
CJB283000189,성화개신죽림동행정복지센터,36.61641776,127.45281943
CJB283000190,성화개신죽림동행정복지센터,36.61652847,127.4529911
CJB283000191,한전.농협충북본부,36.61474881,127.44998745
CJB283000192,성화휴먼시아5단지아파트,36.61450872,127.45027468
CJB283000193,삼익아파트,36.62710325,127.46894251
CJB283000194,모태안여성병원,36.61661399,127.44522096
CJB283000195,모태안여성병원,36.61613883,127.44491856
CJB283000196,가경뜨란채3단지아파트,36.61462389,127.44277761
CJB283000197,홈플러스,36.61529025,127.44301064
CJB283000198,성화휴먼시아4단지,36.61821422,127.45198944
CJB283000199,LH충북지역본부.성화다안채6단지,36.61257073,127.45107713
CJB283000200,LH충북지역본부.성화다안채6단지,36.61263541,127.45088888
CJB283000201,성화휴먼시아1단지,36.61282276,127.45342736
CJB283000202,성화휴먼시아1단지,36.6124373,127.45364206
CJB283000203,개신그린빌아파트,36.62241515,127.4437798
CJB283000204,충북대학교후문,36.63002892,127.46168967
CJB283000205,충북대학교후문,36.631234,127.46155013
CJB283000206,충북대학교중문,36.63361262,127.46074105
CJB283000207,청주고등학교,36.63458638,127.45675896
CJB283000208,중앙여고.사창시장,36.63501244,127.4635979
CJB283000209,중앙여고.사창시장,36.63525963,127.46415376
CJB283000210,시계탑,36.6352951,127.46817019
CJB283000211,시계탑,36.63548934,127.46761511
CJB283000212,사창사거리,36.63594787,127.45966751
CJB283000213,사창사거리,36.63574149,127.46001631
CJB283000214,사창사거리,36.63486487,127.46135918
CJB283000215,사창사거리,36.63496662,127.45931852
CJB283000216,충북대학교중문,36.63363092,127.46045824
CJB283000217,서원구청.청주야구장,36.63897426,127.46880761
CJB283000218,구암,36.60287891,127.41027466
CJB283000219,상발리,36.58748969,127.40335917
CJB283000220,구뜸,36.58237913,127.40933803
CJB283000221,척산3리,36.55659915,127.45610154
CJB283000222,척산3리,36.55772438,127.4636855
CJB283000223,석실리,36.59363625,127.42758865
